CODFILIAL;FILIAL;IDPERLET;PERIODO_LETIVO;CODBOLSA;BOLSA;CODCURSO;CURSO;MODALIDADE;PERCENTUAL;FIXO_MAX;PARCELA_INICIAL;PARCELA_FINAL
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD001;Administração;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD057;Análise e Desenvolvimento de Sistemas;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD007;Ciências Contábeis;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD015;Educação Física;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD020;Engenharia de Produção;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD071;Gestão Ambiental;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD072;Gestão Comercial;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD075;Gestão de Recursos Humanos;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD073;Gestão Financeira;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD074;Gestão Pública;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD037;Letras;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD077;Logística;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD078;Marketing;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD041;Matemática;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD045;Pedagogia;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD046;Pedagogia - Segunda Licenciatura;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD079;Processos Gerenciais;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD055;Sistemas de Informação;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;42;Desconto Família - 10%;GD084;Teologia;A Distância;10;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD001;Administração;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD057;Análise e Desenvolvimento de Sistemas;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD007;Ciências Contábeis;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD015;Educação Física;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD020;Engenharia de Produção;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD071;Gestão Ambiental;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD072;Gestão Comercial;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD075;Gestão de Recursos Humanos;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD073;Gestão Financeira;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD074;Gestão Pública;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD037;Letras;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD077;Logística;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD078;Marketing;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD041;Matemática;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD045;Pedagogia;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD046;Pedagogia - Segunda Licenciatura;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD079;Processos Gerenciais;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD055;Sistemas de Informação;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;43;Desconto Família - 15%;GD084;Teologia;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD001;Administração;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD057;Análise e Desenvolvimento de Sistemas;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD007;Ciências Contábeis;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD015;Educação Física;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD020;Engenharia de Produção;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD071;Gestão Ambiental;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD072;Gestão Comercial;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD075;Gestão de Recursos Humanos;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD073;Gestão Financeira;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD074;Gestão Pública;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD037;Letras;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD077;Logística;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD078;Marketing;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD041;Matemática;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD045;Pedagogia;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD046;Pedagogia - Segunda Licenciatura;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD079;Processos Gerenciais;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD055;Sistemas de Informação;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;44;Desconto Família - 20%;GD084;Teologia;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD001;Administração;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD057;Análise e Desenvolvimento de Sistemas;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD007;Ciências Contábeis;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD015;Educação Física;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD020;Engenharia de Produção;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD071;Gestão Ambiental;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD072;Gestão Comercial;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD075;Gestão de Recursos Humanos;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD073;Gestão Financeira;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD074;Gestão Pública;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD037;Letras;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD077;Logística;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD078;Marketing;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD041;Matemática;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD045;Pedagogia;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD046;Pedagogia - Segunda Licenciatura;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD079;Processos Gerenciais;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD055;Sistemas de Informação;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;45;Desconto Família - 25%;GD084;Teologia;A Distância;25;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD001;Administração;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD057;Análise e Desenvolvimento de Sistemas;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD007;Ciências Contábeis;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD015;Educação Física;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD020;Engenharia de Produção;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD071;Gestão Ambiental;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD072;Gestão Comercial;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD075;Gestão de Recursos Humanos;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD073;Gestão Financeira;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD074;Gestão Pública;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD037;Letras;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD077;Logística;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD078;Marketing;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD041;Matemática;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD045;Pedagogia;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD046;Pedagogia - Segunda Licenciatura;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD079;Processos Gerenciais;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD055;Sistemas de Informação;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;46;Desconto Família - 30%;GD084;Teologia;A Distância;30;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD001;Administração;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD057;Análise e Desenvolvimento de Sistemas;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD007;Ciências Contábeis;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD015;Educação Física;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD020;Engenharia de Produção;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD071;Gestão Ambiental;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD072;Gestão Comercial;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD075;Gestão de Recursos Humanos;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD073;Gestão Financeira;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD074;Gestão Pública;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD037;Letras;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD077;Logística;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD078;Marketing;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD041;Matemática;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD045;Pedagogia;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD046;Pedagogia - Segunda Licenciatura;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD079;Processos Gerenciais;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD055;Sistemas de Informação;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;47;Desconto Família - 35%;GD084;Teologia;A Distância;35;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD001;Administração;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD057;Análise e Desenvolvimento de Sistemas;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD007;Ciências Contábeis;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD015;Educação Física;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD020;Engenharia de Produção;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD071;Gestão Ambiental;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD072;Gestão Comercial;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD075;Gestão de Recursos Humanos;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD073;Gestão Financeira;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD074;Gestão Pública;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD037;Letras;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD077;Logística;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD078;Marketing;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD041;Matemática;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD045;Pedagogia;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD046;Pedagogia - Segunda Licenciatura;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD079;Processos Gerenciais;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD055;Sistemas de Informação;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;48;Desconto Família - 40%;GD084;Teologia;A Distância;40;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD001;Administração;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD057;Análise e Desenvolvimento de Sistemas;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD007;Ciências Contábeis;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD015;Educação Física;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD020;Engenharia de Produção;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD071;Gestão Ambiental;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD072;Gestão Comercial;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD075;Gestão de Recursos Humanos;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD073;Gestão Financeira;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD074;Gestão Pública;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD037;Letras;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD077;Logística;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD078;Marketing;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD041;Matemática;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD045;Pedagogia;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD046;Pedagogia - Segunda Licenciatura;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD079;Processos Gerenciais;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD055;Sistemas de Informação;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;49;Desconto Família - 45%;GD084;Teologia;A Distância;45;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD001;Administração;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD057;Análise e Desenvolvimento de Sistemas;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD007;Ciências Contábeis;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD015;Educação Física;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD020;Engenharia de Produção;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD071;Gestão Ambiental;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD072;Gestão Comercial;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD075;Gestão de Recursos Humanos;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD073;Gestão Financeira;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD074;Gestão Pública;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD037;Letras;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD077;Logística;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD078;Marketing;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD041;Matemática;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD045;Pedagogia;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD046;Pedagogia - Segunda Licenciatura;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD079;Processos Gerenciais;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD055;Sistemas de Informação;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;50;Desconto Família - 50%;GD084;Teologia;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;40;Desconto Incodicional - FIES;GD001;Administração;A Distância;5;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;40;Desconto Incodicional - FIES;GD057;Análise e Desenvolvimento de Sistemas;A Distância;5;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;40;Desconto Incodicional - FIES;GD007;Ciências Contábeis;A Distância;5;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;40;Desconto Incodicional - FIES;GD015;Educação Física;A Distância;5;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;40;Desconto Incodicional - FIES;GD020;Engenharia de Produção;A Distância;5;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;40;Desconto Incodicional - FIES;GD071;Gestão Ambiental;A Distância;5;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;40;Desconto Incodicional - FIES;GD072;Gestão Comercial;A Distância;5;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;40;Desconto Incodicional - FIES;GD075;Gestão de Recursos Humanos;A Distância;5;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;40;Desconto Incodicional - FIES;GD073;Gestão Financeira;A Distância;5;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;40;Desconto Incodicional - FIES;GD074;Gestão Pública;A Distância;5;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;40;Desconto Incodicional - FIES;GD037;Letras;A Distância;5;1;1;6
